case_id,case_name,status,assertion_count,passed_assertion_count,fixture_sha256,assertion_ledger_sha256,assertion_ledger
S17,open_duration_excluded,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,432a9c8e7c7c57d0754a1d02c78910fc94d4f09c5b1525663363c92d6d3e6dc4,"[{""assertion_id"": ""open_excluded_from_duration"", ""expected"": null, ""observed"": null, ""operator"": ""equals"", ""passed"": true}]"
S18,security_isolation,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,f0b0fa2cbe8a7368c7f0f8919a1c4ffc5b72fcd3845d4124d433179995c8b876,"[{""assertion_id"": ""separate_security_intervals"", ""expected"": 4, ""observed"": 4, ""operator"": ""equals"", ""passed"": true}]"
S19,canonical_sort,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,fcc40f9830288ecf7ce5a1fc815af403185fb2326e9842350da23be2e32ee78e,"[{""assertion_id"": ""sort_stable"", ""expected"": [{""available_time"": ""2026-01-01T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-01""}, {""available_time"": ""2026-01-02T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-02""}, {""available_time"": ""2026-01-03T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-03""}, {""available_time"": ""2026-01-04T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-04""}, {""available_time"": ""2026-01-05T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-05""}, {""available_time"": ""2026-01-06T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-06""}, {""available_time"": ""2026-01-07T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-07""}, {""available_time"": ""2026-01-08T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-08""}, {""available_time"": ""2026-01-09T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-09""}], ""observed"": [{""available_time"": ""2026-01-01T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-01""}, {""available_time"": ""2026-01-02T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-02""}, {""available_time"": ""2026-01-03T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-03""}, {""available_time"": ""2026-01-04T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-04""}, {""available_time"": ""2026-01-05T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-05""}, {""available_time"": ""2026-01-06T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-06""}, {""available_time"": ""2026-01-07T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-07""}, {""available_time"": ""2026-01-08T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-08""}, {""available_time"": ""2026-01-09T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-09""}], ""operator"": ""equals"", ""passed"": true}]"
S20,duplicate_key_fail_closed,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,86d3cb7d0c92114366e96edc862f998b1210ce0fbc68cf68cb3dbadc028ceb95,"[{""assertion_id"": ""duplicate_error"", ""expected"": ""duplicate_primary_key"", ""observed"": ""duplicate_primary_key"", ""operator"": ""equals"", ""passed"": true}]"
S21,own_denominator,passed,1,1,4810558f8e7eb12f81a882a0f21ac6f85bbb988e4d88f82f1b88a29131961b92,6447d22009c03796b22b773bfc7260f6ce49b773f860da98c97b61a9e225178e,"[{""assertion_id"": ""own_denominator"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S22,common_exact_intersection,passed,1,1,4810558f8e7eb12f81a882a0f21ac6f85bbb988e4d88f82f1b88a29131961b92,ed4c10391e60c3ae3e15ae765dd064ea3a185f12a3d5d547268f569936d37d6d,"[{""assertion_id"": ""common_exact_intersection"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S23,cross_state_common_forbidden,passed,1,1,4810558f8e7eb12f81a882a0f21ac6f85bbb988e4d88f82f1b88a29131961b92,c806dc22fcecf1469c11947c4119a7576e0f59caa071270f5ad01d37aec2d9a8,"[{""assertion_id"": ""cross_state_common_forbidden"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S24,coverage_g_invariant,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,84247228ea3855e72c53d57ba97791d645dcf5cdd1e77f2bc958af68160167f5,"[{""assertion_id"": ""coverage_g_invariant"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S25,zone_coverage_g_monotone,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,58e4fbbc33af5b0f54356bf4736d2eeae9a884511c2ecc31ae5d8fc99df57428,"[{""assertion_id"": ""zone_coverage_g_monotone"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S26,event_count_g_monotone,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,7b81a811691b4174e2cc87d495e740c7ee531cbb12ebe0d19034b03808c6c255,"[{""assertion_id"": ""event_count_g_monotone"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S27,drop_d_monotone,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,5627c9ea77ddea8d426632514d429cd0a509c0995ebede84c2661c1ec542482a,"[{""assertion_id"": ""drops_monotone"", ""expected"": [0, 1, 2], ""observed"": [0, 1, 2], ""operator"": ""equals"", ""passed"": true}]"
S28,strict_core_subset,passed,1,1,cc27541c19bd8cce7b8bc1010593c05cffcc0631eb095ebace10eb6253593190,37390eae021d6c8b96427deabf27eb387721cc8364f8c2e1de4b3595c3586bb0,"[{""assertion_id"": ""strict_core_subset"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S29,strict_core_violation,passed,1,1,76b783a27a401e9cd917c011b5d50abe1449831a9c0c80ed3dfd248b4a3362ae,16cb94f69d34cfb521705ddeb41f49b311bf811793fa207d32ef1148e7109af3,"[{""assertion_id"": ""strict_core_violation"", ""expected"": ""failed"", ""observed"": ""failed"", ""operator"": ""equals"", ""passed"": true}]"
S30,bridge_not_risk,passed,1,1,21d76964429727b27f313f78bdfe32e3a683faff774aa150fdfa05a5910dca94,3d3d7e1f57be7dc1484236c10ce8616c89a4ca50c9c3ccc1b75d42f34574bf02,"[{""assertion_id"": ""bridge_not_risk"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S31,unqualified_confirmed_is_risk,passed,1,1,b6020b2c5ea52fb7abb74856de97fbea84ccd1b01a17a714f5f85ef22355177c,765a81d5ff87ca412c9277e7c267ea796c558a0b05b75631be6786ab0f03f17c,"[{""assertion_id"": ""unqualified_confirmed_is_risk"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S32,zone_does_not_expand_risk,passed,1,1,c9187841e32e6d2e4d02be7429fc0d7ac9337c58a62de558b4352d5985b67f4b,59e77dc3d7cfb1e2d5efbe9f0eee0b9908089953c23e078c70f7a11920987102,"[{""assertion_id"": ""zone_does_not_expand_risk"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S33,sidecar_mutation_detected,passed,1,1,4e926057c985a0be4615cf4c0a5a21bf3b7c1ed1a00cd9f30f363c41a08bdfa6,48d0c07eac7c30d7cc251f5427e55576bb4adfde2f4d2527d33e55d10467673a,"[{""assertion_id"": ""sidecar_mutation_detected"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S34,contract_hash_mutation_detected,passed,1,1,4e926057c985a0be4615cf4c0a5a21bf3b7c1ed1a00cd9f30f363c41a08bdfa6,50379d114431d6c7bd28f8229837be823c988dc2ae7b201ddfb082f34b66cbc0,"[{""assertion_id"": ""contract_hash_mutation_detected"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S35,input_chain_mutation_detected,passed,1,1,4e926057c985a0be4615cf4c0a5a21bf3b7c1ed1a00cd9f30f363c41a08bdfa6,c946931e1e7c2734d041e63f515988170cb08345ef3e8a52879b879b04c8b74e,"[{""assertion_id"": ""input_chain_mutation_detected"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S36,forbidden_field_detected,passed,1,1,4e926057c985a0be4615cf4c0a5a21bf3b7c1ed1a00cd9f30f363c41a08bdfa6,52139af6f768f94690ea610ab1e307520736246ef712405d879deef4c1920f3d,"[{""assertion_id"": ""forbidden_field_detected"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S37,double_rebuild_hash_equal,passed,1,1,79c19703c6896e3e143b67e38a1639972f7b990cd9186ecf0b893e78c3440541,ac08ca480c4236ea963c66b910131bd6ffc846bdbd3261d60c7b5ee2e1bb73bc,"[{""assertion_id"": ""double_rebuild_hash_equal"", ""expected"": ""79c19703c6896e3e143b67e38a1639972f7b990cd9186ecf0b893e78c3440541"", ""observed"": ""79c19703c6896e3e143b67e38a1639972f7b990cd9186ecf0b893e78c3440541"", ""operator"": ""equals"", ""passed"": true}]"
