case_id,case_name,status,assertion_count,passed_assertion_count,fixture_sha256,assertion_ledger_sha256,assertion_ledger
S15,failed_interval_finalizes,passed,3,3,503bb312074458d190e7944aba6654dccd32e7500a1de218ccc92f2fed848e8b,6d2c96d3f060ffff4a718f3bd4672eba8b2265525000f2d132e33542af05f69a,"[{""assertion_id"": ""failed_interval_status"", ""expected"": ""closed"", ""observed"": ""closed"", ""operator"": ""equals"", ""passed"": true}, {""assertion_id"": ""failed_interval_reason"", ""expected"": ""intervening_interval_failed_d"", ""observed"": ""intervening_interval_failed_d"", ""operator"": ""equals"", ""passed"": true}, {""assertion_id"": ""failed_interval_time"", ""expected"": ""2026-01-05T18:00:00+08:00"", ""observed"": ""2026-01-05T18:00:00+08:00"", ""operator"": ""equals"", ""passed"": true}]"
S16,open_interval,passed,3,3,4957c6763743b0966bb7607c6505389a49d39e8aa8df31b0894b3a432e940810,7bd546ca1a7ab6ced99ab2bd7503fdd06404f3aa56938d2eaf45f17cc38faf13,"[{""assertion_id"": ""open_status"", ""expected"": ""open"", ""observed"": ""open"", ""operator"": ""equals"", ""passed"": true}, {""assertion_id"": ""open_finalization"", ""expected"": null, ""observed"": null, ""operator"": ""equals"", ""passed"": true}, {""assertion_id"": ""open_reason"", ""expected"": ""sample_end_within_gap_tolerance"", ""observed"": ""sample_end_within_gap_tolerance"", ""operator"": ""equals"", ""passed"": true}]"
S17,open_duration_excluded,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,432a9c8e7c7c57d0754a1d02c78910fc94d4f09c5b1525663363c92d6d3e6dc4,"[{""assertion_id"": ""open_excluded_from_duration"", ""expected"": null, ""observed"": null, ""operator"": ""equals"", ""passed"": true}]"
S18,security_isolation,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,f0b0fa2cbe8a7368c7f0f8919a1c4ffc5b72fcd3845d4124d433179995c8b876,"[{""assertion_id"": ""separate_security_intervals"", ""expected"": 4, ""observed"": 4, ""operator"": ""equals"", ""passed"": true}]"
S19,canonical_sort,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,6a967e70c459682acd9b0a87469eefa612932d79a2be11ce077aab8d68024fbe,"[{""assertion_id"": ""sort_stable"", ""expected"": [{""available_time"": ""2026-01-01T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 1, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-01""}, {""available_time"": ""2026-01-02T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 2, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-02""}, {""available_time"": ""2026-01-03T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""expected_trade_index"": 3, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-03""}, {""available_time"": ""2026-01-04T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""expected_trade_index"": 4, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-04""}, {""available_time"": ""2026-01-05T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 5, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-05""}, {""available_time"": ""2026-01-06T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 6, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-06""}, {""available_time"": ""2026-01-07T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 7, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-07""}, {""available_time"": ""2026-01-08T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""expected_trade_index"": 8, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-08""}, {""available_time"": ""2026-01-09T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 9, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-09""}], ""observed"": [{""available_time"": ""2026-01-01T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 1, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-01""}, {""available_time"": ""2026-01-02T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 2, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-02""}, {""available_time"": ""2026-01-03T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""expected_trade_index"": 3, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-03""}, {""available_time"": ""2026-01-04T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""expected_trade_index"": 4, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-04""}, {""available_time"": ""2026-01-05T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 5, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-05""}, {""available_time"": ""2026-01-06T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 6, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-06""}, {""available_time"": ""2026-01-07T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 7, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-07""}, {""available_time"": ""2026-01-08T18:00:00+08:00"", ""confirmed_state"": true, ""eligible"": true, ""expected_trade_index"": 8, ""quality_state"": ""valid"", ""raw_state"": true, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-08""}, {""available_time"": ""2026-01-09T18:00:00+08:00"", ""confirmed_state"": false, ""eligible"": true, ""expected_trade_index"": 9, ""quality_state"": ""valid"", ""raw_state"": false, ""route_id"": ""r"", ""security_id"": ""s"", ""trade_date"": ""2026-01-09""}], ""operator"": ""equals"", ""passed"": true}]"
S20,duplicate_key_fail_closed,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,86d3cb7d0c92114366e96edc862f998b1210ce0fbc68cf68cb3dbadc028ceb95,"[{""assertion_id"": ""duplicate_error"", ""expected"": ""duplicate_primary_key"", ""observed"": ""duplicate_primary_key"", ""operator"": ""equals"", ""passed"": true}]"
S21,own_denominator,passed,1,1,436ef83d0a24fbf4e38b6243d1c4c086825ad1792bbd31897753a88e418c34cb,9d8940a94e7416006500b02caf83af6233f2f1f9e4bf90e6278cab64a6dd52cd,"[{""assertion_id"": ""own_denominator"", ""expected"": 2, ""observed"": 2, ""operator"": ""equals"", ""passed"": true}]"
S22,common_exact_intersection,passed,1,1,4810558f8e7eb12f81a882a0f21ac6f85bbb988e4d88f82f1b88a29131961b92,b7c85da325a910ebb7f6ab74e2f6a9ea67a5af4f8ad10705ca71e2907e2e2a68,"[{""assertion_id"": ""common_exact_intersection"", ""expected"": [[""s"", ""2""]], ""observed"": [[""s"", ""2""]], ""operator"": ""equals"", ""passed"": true}]"
S23,cross_state_common_forbidden,passed,1,1,a88bdbcc90f050386163d9fc9db168ab1185db039d566f24f3482f278ec73c7c,ee1a3807b65b71cc44374b3713a6e43d55b07b2b0d8f221ebc5d2d927345f02f,"[{""assertion_id"": ""cross_state_common_forbidden"", ""expected"": ""common_denominator_cross_state_line"", ""observed"": ""common_denominator_cross_state_line"", ""operator"": ""equals"", ""passed"": true}]"
S24,coverage_g_invariant,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,84247228ea3855e72c53d57ba97791d645dcf5cdd1e77f2bc958af68160167f5,"[{""assertion_id"": ""coverage_g_invariant"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S25,zone_coverage_g_monotone,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,58e4fbbc33af5b0f54356bf4736d2eeae9a884511c2ecc31ae5d8fc99df57428,"[{""assertion_id"": ""zone_coverage_g_monotone"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S26,event_count_g_monotone,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,7b81a811691b4174e2cc87d495e740c7ee531cbb12ebe0d19034b03808c6c255,"[{""assertion_id"": ""event_count_g_monotone"", ""expected"": true, ""observed"": true, ""operator"": ""equals"", ""passed"": true}]"
S27,drop_d_monotone,passed,1,1,83635383223e58df58cd4e245a38a511f83a6e7e7a09893cfc50873e9cedf9a2,5627c9ea77ddea8d426632514d429cd0a509c0995ebede84c2661c1ec542482a,"[{""assertion_id"": ""drops_monotone"", ""expected"": [0, 1, 2], ""observed"": [0, 1, 2], ""operator"": ""equals"", ""passed"": true}]"
S28,strict_core_subset,passed,1,1,cc27541c19bd8cce7b8bc1010593c05cffcc0631eb095ebace10eb6253593190,37390eae021d6c8b96427deabf27eb387721cc8364f8c2e1de4b3595c3586bb0,"[{""assertion_id"": ""strict_core_subset"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S29,strict_core_violation,passed,1,1,76b783a27a401e9cd917c011b5d50abe1449831a9c0c80ed3dfd248b4a3362ae,16cb94f69d34cfb521705ddeb41f49b311bf811793fa207d32ef1148e7109af3,"[{""assertion_id"": ""strict_core_violation"", ""expected"": ""failed"", ""observed"": ""failed"", ""operator"": ""equals"", ""passed"": true}]"
S30,bridge_not_risk,passed,2,2,7c7e25279287c61844b5f1631a1263df786867a788fa21e47ed4262d4facfc04,fa13baaf07e0bd96fee3224c1c749a5c003c316af1344e39a540594f9c7462f2,"[{""assertion_id"": ""bridge_not_risk"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}, {""assertion_id"": ""invalid_quality_confirmed_fails"", ""expected"": ""failed"", ""observed"": ""failed"", ""operator"": ""equals"", ""passed"": true}]"
S31,unqualified_confirmed_is_risk,passed,1,1,74017d5fc19707cf572caca2c0ff4a583fee9c4499c6281e554b6d564849c2f7,765a81d5ff87ca412c9277e7c267ea796c558a0b05b75631be6786ab0f03f17c,"[{""assertion_id"": ""unqualified_confirmed_is_risk"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S32,zone_does_not_expand_risk,passed,1,1,620bfe0893f47eb49e40edbde62fa9c10c0b247c4a953fbcd93ea0d4ce602b9e,59e77dc3d7cfb1e2d5efbe9f0eee0b9908089953c23e078c70f7a11920987102,"[{""assertion_id"": ""zone_does_not_expand_risk"", ""expected"": ""passed"", ""observed"": ""passed"", ""operator"": ""equals"", ""passed"": true}]"
S33,sidecar_mutation_detected,passed,1,1,514699477c8834ad8801bc21805beaa5800969582205bede1defb9a95e171a11,b2f2708bae8ca917f26b9f909afeb018b28356f4a7406902dfd88e74e883bd10,"[{""assertion_id"": ""sidecar_mutation_detected"", ""expected"": ""committed_artifact_mismatch:sidecar.json"", ""observed"": ""committed_artifact_mismatch:sidecar.json"", ""operator"": ""equals"", ""passed"": true}]"
S34,contract_hash_mutation_detected,passed,1,1,d3ed172230ab7036f0eca5bb069c7c227ea100dfddb2051199581965158635fb,94254bbb5f86efed0ebad90c2a88a91a3dcaaa7a3185cb4ae4c6365ea673dd73,"[{""assertion_id"": ""contract_hash_mutation_detected"", ""expected"": ""committed_artifact_mismatch:contract.json"", ""observed"": ""committed_artifact_mismatch:contract.json"", ""operator"": ""equals"", ""passed"": true}]"
S35,input_chain_mutation_detected,passed,1,1,2b57725cf9eea1955bc66d3f2495e09005f72847f15305146f5fa3f8388df270,fa068fdd2f469466c247f9238b562d9edd7b00c12970f09cca3c99e5b2b09fe9,"[{""assertion_id"": ""input_chain_mutation_detected"", ""expected"": ""input_chain_hash_mismatch:upstream_package"", ""observed"": ""input_chain_hash_mismatch:upstream_package"", ""operator"": ""equals"", ""passed"": true}]"
S36,forbidden_field_detected,passed,1,1,0178aa5016196a26deb2b6ebacb8bf870534556849a69d3f51188faaf2daf241,258306d79f8133387bea9219decb34594a26e732317d0474b5e52d9778f02276,"[{""assertion_id"": ""forbidden_field_detected"", ""expected"": ""forbidden_output_field:payload.json:future_return"", ""observed"": ""forbidden_output_field:payload.json:future_return"", ""operator"": ""equals"", ""passed"": true}]"
S37,double_rebuild_hash_equal,passed,1,1,79c19703c6896e3e143b67e38a1639972f7b990cd9186ecf0b893e78c3440541,ac08ca480c4236ea963c66b910131bd6ffc846bdbd3261d60c7b5ee2e1bb73bc,"[{""assertion_id"": ""double_rebuild_hash_equal"", ""expected"": ""79c19703c6896e3e143b67e38a1639972f7b990cd9186ecf0b893e78c3440541"", ""observed"": ""79c19703c6896e3e143b67e38a1639972f7b990cd9186ecf0b893e78c3440541"", ""operator"": ""equals"", ""passed"": true}]"
