task_id,run_id,code_commit,transition_path,W,q,K,lag_k,anchor_event_count,control_anchor_count,lag_available_anchor_count,lag_available_control_count,target_valid_event_count,target_true_event_count,target_false_event_count,target_invalid_event_count,event_right_censored_count,target_valid_control_count,target_true_control_count,target_false_control_count,target_invalid_control_count,control_right_censored_count,observed_probability,baseline_probability,absolute_difference,absolute_lift,relative_lift,observed_probability_ci_low,observed_probability_ci_high,baseline_probability_ci_low,baseline_probability_ci_high,absolute_difference_ci_low,absolute_difference_ci_high,relative_lift_ci_low,relative_lift_ci_high,empirical_p,descriptive_status,warnings
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,120,0.3,not_applicable,1,38938,1104843,38931,1104056,37756,16355,21401,1175,7,1071228,237677,833551,32828,787,0.4331761839177879,0.22187340136740263,0.21130278255038526,0.21130278255038526,1.9523574310761416,0.4281600364107125,0.4382861356118093,0.21984014730713955,0.2236981312392881,0.20606794166700917,0.21671876913479238,1.9260454149205202,1.979987503083582,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,120,0.3,not_applicable,3,38938,1104843,38927,1102481,37807,16641,21166,1120,11,1070298,244707,825591,32183,2362,0.4401565847594361,0.22863445507699726,0.21152212968243883,0.21152212968243883,1.9251542144477065,0.4350820977145755,0.4451738458477375,0.22662342274962602,0.23047425898698812,0.20625197948244547,0.216872874219088,1.8984829083083574,1.952554041150817,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,120,0.3,not_applicable,5,38938,1104843,38916,1100919,37857,16464,21393,1059,22,1069417,254515,814902,31502,3924,0.4348997543386956,0.23799415943453303,0.19690559490416257,0.19690559490416257,1.8273547358137037,0.4298969433909882,0.44023277364218777,0.23597149944352863,0.239856667042373,0.1915068612617987,0.20255172596372845,1.8022131900238778,1.8540001732557312,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,120,0.3,not_applicable,10,38938,1104843,38898,1097024,37951,15772,22179,947,40,1067289,274205,793084,29735,7819,0.4155885220415799,0.2569172923172636,0.1586712297243163,0.1586712297243163,1.6175965358080115,0.41052644637230246,0.42077165010842366,0.2549547859501203,0.2588598049979274,0.15329247155072712,0.1642332959172851,1.5948156261581956,1.6412732510248962,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,120,0.3,not_applicable,20,38938,1104843,38870,1089198,38117,14868,23249,753,68,1063202,301333,761869,25996,15645,0.3900621769813994,0.2834202719708955,0.10664190501050391,0.10664190501050391,1.3762677393149034,0.3850407333468623,0.39541528778200213,0.2812452830814092,0.2854231437143738,0.10132112073201366,0.11219875538511044,1.3571394351811512,1.3970784577083677,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.1,not_applicable,1,19245,1327751,19245,1326959,18524,4504,14020,721,0,1280610,111045,1169565,46349,792,0.24314402936730728,0.08671258228500481,0.15643144708230247,0.15643144708230247,2.804022472403686,0.23694896227939766,0.24960397312960902,0.08561978713670051,0.08781786044978447,0.15002925177975074,0.1632348347352598,2.7258407044430037,2.89140166078096,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.1,not_applicable,3,19245,1327751,19245,1325375,18537,4492,14045,708,0,1280427,113799,1166628,44948,2376,0.24232615849382316,0.08887582033181118,0.15345033816201198,0.15345033816201198,2.726570146853404,0.23644463578827915,0.24869372577386667,0.08781000311912072,0.08998016668774755,0.1473942525504748,0.16013023763065073,2.6530653954693766,2.8111625121757196,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.1,not_applicable,5,19245,1327751,19245,1323791,18555,4332,14223,690,0,1280240,117098,1163142,43551,3960,0.23346806790622474,0.09146566268824595,0.1420024052179788,0.1420024052179788,2.5525214713852087,0.22733281333461278,0.2402091173968456,0.09040150688470144,0.0925522778834445,0.13577874476127516,0.1487989422693983,2.4780695808794326,2.637153456388082,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.1,not_applicable,10,19245,1327751,19244,1319834,18592,3855,14737,652,1,1279657,122954,1156703,40177,7917,0.2073472461273666,0.09608355989143966,0.11126368623592695,0.11126368623592695,2.1579888001822436,0.2011519344520279,0.21376142236671225,0.09501209759021031,0.0972027784311474,0.10475406280574326,0.11787804037997918,2.0849991596429587,2.2318809524722405,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.1,not_applicable,20,19245,1327751,19244,1311930,18723,3593,15130,521,1,1277922,128166,1149756,34008,15821,0.19190300699674198,0.10029250611539671,0.09161050088134527,0.09161050088134527,1.9134331609575903,0.18619149149263015,0.19785236008797447,0.09922993148843715,0.10136609830177976,0.08559232873679436,0.09767186083887784,1.8505240727470218,1.9771073637050498,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.2,not_applicable,1,26385,1188450,26385,1187658,25489,8750,16739,896,0,1146574,167952,978622,41084,792,0.34328533877358863,0.14648160519948997,0.19680373357409867,0.19680373357409867,2.343538892177459,0.3372211652053467,0.34903086405661804,0.14472238829681577,0.1480306779900827,0.19081869811571978,0.20284191929643383,2.2958131163024897,2.3921433850575924,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.2,not_applicable,3,26385,1188450,26385,1186075,25512,8812,16700,873,0,1146200,172972,973228,39875,2375,0.3454060834117278,0.1509090909090909,0.19449699250263688,0.19449699250263688,2.288835492487353,0.33941956113276833,0.35117504963243673,0.14917315521496444,0.15246669753787948,0.18846438606991553,0.2006508185670077,2.2424906824163813,2.3377987487962524,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.2,not_applicable,5,26385,1188450,26385,1184495,25551,8603,16948,834,0,1145820,179299,966521,38675,3955,0.3366991507181715,0.15648094814194202,0.1802182025762295,0.1802182025762295,2.151694213999494,0.3307849150525684,0.34280879860835106,0.15475408833577034,0.15810301295237222,0.17403191472462565,0.18678030763759604,2.108028213870463,2.200051624131965,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.2,not_applicable,10,26385,1188450,26382,1180548,25618,7980,17638,764,3,1144752,190315,954437,35796,7902,0.31149972675462567,0.16624998252896697,0.1452497442256587,0.1452497442256587,1.8736827638484157,0.3055587610631107,0.3177853266777253,0.1645627010108079,0.16783451930894408,0.13893651250715502,0.15197204566097025,1.8326671394855445,1.9178975898169717,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.2,not_applicable,20,26385,1188450,26376,1172673,25751,7682,18069,625,9,1142140,203788,938352,30533,15777,0.2983185119024504,0.1784264626052848,0.1198920492971656,0.1198920492971656,1.6719409640619896,0.29276424536247825,0.3039436129233015,0.17670699211601842,0.18004864592933623,0.11366062890590564,0.12608242331101885,1.6338843382009098,1.709381293193211,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.3,not_applicable,1,30835,1055154,30835,1054362,29866,12425,17441,969,0,1018225,204414,813811,36137,792,0.41602491127034086,0.200755235827052,0.21526967544328887,0.21526967544328887,2.072299183413283,0.4102684386786656,0.4217634042424721,0.1986322008734389,0.20272225304911604,0.20915266750102673,0.2211243520645514,2.036924790868975,2.1073518661825896,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.3,not_applicable,3,30835,1055154,30835,1052783,29890,12792,17098,945,0,1017694,210461,807233,35089,2371,0.4279692204750753,0.2068018480997235,0.2211673723753518,0.2211673723753518,2.06946516391237,0.4221748769536884,0.433458115304512,0.20461798337414377,0.2088049196146246,0.21510048551883848,0.22705155859483686,2.0362855395981723,2.1032486323031176,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.3,not_applicable,5,30835,1055154,30833,1051210,29924,12740,17184,909,2,1017139,218879,798260,34071,3944,0.42574522122710867,0.21519084412258305,0.21055437710452563,0.21055437710452563,1.9784541622253395,0.42020188976954465,0.43134479247910107,0.21303196387057524,0.21720652279403893,0.20473182210671698,0.21650074047576515,1.9473792976217454,2.0107138566950664,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.3,not_applicable,10,30835,1055154,30828,1047291,30002,12185,17817,826,7,1015616,235717,779899,31675,7863,0.4061395906939537,0.23209264131325225,0.17404694938070148,0.17404694938070148,1.7499029197819016,0.4003129270263467,0.41204612445395816,0.229893757720686,0.23420384852056264,0.16770875983007655,0.18048642576422083,1.7185428818639696,1.78121382743505,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,250,0.3,not_applicable,20,30835,1055154,30816,1039501,30154,11715,18439,662,19,1012233,257413,754820,27268,15653,0.3885056708894342,0.25430212213986303,0.1342035487495712,0.1342035487495712,1.5277327126501952,0.38287518609872595,0.3940591676467465,0.2520210419926102,0.2564678330651327,0.1282355265647957,0.1401767351096616,1.5023274035586038,1.5531312874660732,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.1,not_applicable,1,14436,1161005,14436,1160220,14087,3426,10661,349,0,1109604,88479,1021125,50616,785,0.24320295307730533,0.07973925832999881,0.16346369474730651,0.16346369474730651,3.0499776166818147,0.23566466886872692,0.2503564490689703,0.07844072574155879,0.08099806275797357,0.15587267288725387,0.1705857610410555,2.945121802459746,3.152844991848335,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.1,not_applicable,3,14436,1161005,14436,1158650,14101,3442,10659,335,0,1109511,90839,1018672,49139,2355,0.24409616339266718,0.08187300531495406,0.16222315807771312,0.16222315807771312,2.9813998210235866,0.2367138796401783,0.2515571806859895,0.0805986889120682,0.08315412431625994,0.154736288447825,0.1694946374892197,2.8813256508180887,3.0836994973236624,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.1,not_applicable,5,14436,1161005,14436,1157080,14113,3319,10794,323,0,1109428,93602,1015826,47652,3925,0.23517324452632324,0.0843696030747376,0.15080364145158565,0.15080364145158565,2.7874167467399174,0.22760561899329967,0.24314685422957558,0.08307371646076768,0.08565688233748976,0.14331989355102176,0.1586928769336379,2.6914660196354245,2.889086192203106,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.1,not_applicable,10,14436,1161005,14436,1153155,14135,3024,11111,301,0,1109248,98022,1011226,43907,7850,0.213937035726919,0.08836797542118624,0.12556906030573275,0.12556906030573275,2.4209792598193616,0.20661396371051435,0.221221323538937,0.08703757153335849,0.08968084307132226,0.11813566880379525,0.13302741698812282,2.332702962077978,2.5165612058885345,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.1,not_applicable,20,14436,1161005,14436,1145331,14182,2852,11330,254,0,1108881,102609,1006272,36450,15674,0.20109998589761668,0.09253382463943381,0.10856616125818287,0.10856616125818287,2.173259202040124,0.1937313684132516,0.20850504406516326,0.0912294249015151,0.09388385940831243,0.10107410186184515,0.11588752750523468,2.08757743235641,2.2563367393410276,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.2,not_applicable,1,20189,1034870,20189,1034085,19704,6628,13076,485,0,986309,135827,850482,47776,785,0.33637840032480715,0.1377124207525228,0.19866597957228435,0.19866597957228435,2.442614823606206,0.32955355324869595,0.3431911672684277,0.13575530291686608,0.1395883176537333,0.1917778407583413,0.20570446669182318,2.3866670394931,2.5027662816054073,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.2,not_applicable,3,20189,1034870,20189,1032515,19723,6792,12931,466,0,986130,139892,846238,46385,2355,0.3443695178218324,0.14185959254864977,0.20250992527318262,0.20250992527318262,2.427537762056755,0.3376211172441436,0.35135349758214784,0.13986877452993526,0.14378589551351603,0.1957110489586034,0.2098481643425959,2.372761529444025,2.4868455546463557,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.2,not_applicable,5,20189,1034870,20189,1030945,19739,6661,13078,450,0,985966,145058,840908,44979,3925,0.33745377172095853,0.14712272025607373,0.1903310514648848,0.1903310514648848,2.293689044993221,0.3305754733366829,0.3446099507820146,0.1450898064684818,0.14903639159175502,0.18331122251825496,0.19797453388707606,2.2396774575109624,2.352360962150825,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.2,not_applicable,10,20189,1034870,20187,1027034,19770,6283,13487,417,2,985604,154342,831262,41430,7836,0.31780475467880626,0.1565963612160665,0.16120839346273977,0.16120839346273977,2.029451720403067,0.3110059585282007,0.3245185585155494,0.15456088125994705,0.15853439674777636,0.15429344341030277,0.16850558528862214,1.981075764041493,2.0837073195000033,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.2,not_applicable,20,20189,1034870,20182,1019262,19814,6080,13734,368,7,984991,165688,819303,34271,15608,0.30685373977995356,0.16821270448156378,0.13864103529838978,0.13864103529838978,1.824200738735432,0.29990870011276866,0.31337620184798415,0.1660696072369679,0.17029534631089135,0.1312063210141153,0.14575245876631643,1.776861661403139,1.872323414968346,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.3,not_applicable,1,23500,918144,23500,917359,22827,9135,13692,673,0,872624,166911,705713,44735,785,0.40018399264029436,0.19127482168723298,0.20890917095306138,0.20890917095306138,2.0921937822776466,0.3936740838368764,0.4067707016708708,0.18877214028195038,0.1935668900112778,0.20203384835947494,0.21586365558874354,2.049305519745134,2.1341916459862182,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.3,not_applicable,3,23500,918144,23500,915791,22850,9378,13472,650,0,872330,171981,700349,43461,2353,0.4104157549234136,0.19715130741806428,0.2132644475053493,0.2132644475053493,2.081729816039803,0.40357375562370085,0.4170632690611837,0.19456285489641614,0.19946081219466547,0.2063857156964569,0.2202506762054482,2.04084721386306,2.124469387357089,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.3,not_applicable,5,23500,918144,23499,914230,22877,9371,13506,622,1,872046,178742,693304,42184,3914,0.40962538794422343,0.20496854523729252,0.2046568427069309,0.2046568427069309,1.9984792665137925,0.40297157515388077,0.4161124877652888,0.20233005991763175,0.207329555846154,0.19794127874390088,0.21161281891959619,1.9599912235427537,2.0396069503318266,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.3,not_applicable,10,23500,918144,23494,910360,22921,9097,13824,573,6,871448,192092,679356,38912,7784,0.3968849526634964,0.2204285281508478,0.1764564245126486,0.1764564245126486,1.8005153688269089,0.3902288085656503,0.4037005882539149,0.21764739528789448,0.22295532731769394,0.1695552182919834,0.18367080472419772,1.766079815731666,1.837812945984959,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_C,500,0.3,not_applicable,20,23500,918144,23479,902701,23011,9036,13975,468,21,870567,210068,660499,32134,15443,0.39268176089696233,0.2413002100929624,0.15138155080399993,0.15138155080399993,1.6273577248261792,0.38607706246518086,0.39968524192733385,0.23835356584856277,0.24398687910783615,0.14428465322221787,0.15890159997700565,1.5948322366271865,1.6609212210751834,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.1,not_applicable,1,26655,1395809,26655,1395011,26655,2223,24432,0,0,1395011,72804,1322207,0,798,0.08339898705683736,0.05218883578695795,0.03121015126987941,0.03121015126987941,1.5980235197673993,0.07986220555862401,0.08693512079576346,0.05178747939283423,0.05262513776599764,0.02762291570222625,0.03482292041443292,1.5286772008612655,1.6690877264571016,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.1,not_applicable,3,26655,1395809,26655,1393415,26655,2061,24594,0,0,1393415,74803,1318612,0,2394,0.07732132808103545,0.05368321713201021,0.023638110949025244,0.023638110949025244,1.4403259009402833,0.07417115340641328,0.08048280245361095,0.05326155105640953,0.05411236275177327,0.02044423765916996,0.026885433240089216,1.3797077235700554,1.5002474627546887,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.1,not_applicable,5,26655,1395809,26655,1391819,26655,1850,24805,0,0,1391819,76759,1315060,0,3990,0.06940536484712062,0.05515013087190217,0.014255233975218454,0.014255233975218454,1.2584805103786472,0.0664541288253622,0.07229666138322399,0.054729942326153,0.05558041931587598,0.011266138792814842,0.01718912346917721,1.2042772226200835,1.312413802443012,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.1,not_applicable,10,26655,1395809,26654,1387832,26654,1382,25272,0,1,1387832,79305,1308527,0,7977,0.05184962857357245,0.05714308360089694,-0.005293455027324492,-0.005293455027324492,0.9073649041361603,0.049194735112727726,0.054425900328670354,0.05672842224479836,0.057589238506778044,-0.008060304577851717,-0.0026461287872958177,0.8590276606975026,0.9534045274265727,,negative_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.1,not_applicable,20,26655,1395809,26650,1379875,26650,1264,25386,0,5,1379875,79397,1300478,0,15934,0.0474296435272045,0.05753926986140049,-0.010109626334195987,-0.010109626334195987,0.824300406339047,0.04488155992956166,0.04999081184826409,0.05711689529473183,0.058001521942373305,-0.012730403116171064,-0.007458916466232751,0.779242868727425,0.8703967923343425,,negative_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.2,not_applicable,1,34079,1247146,34078,1246349,34078,7134,26944,0,1,1246349,171881,1074468,0,797,0.20934327131873937,0.13790760051959763,0.07143567079914173,0.07143567079914173,1.517996618968004,0.2049896769395365,0.21389495690810176,0.13710030296579565,0.13875217494083653,0.06679355518106612,0.07614497969389349,1.483557199347815,1.5531213757121836,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.2,not_applicable,3,34079,1247146,34078,1244756,34078,7128,26950,0,1,1244756,178248,1066508,0,2390,0.2091672046481601,0.14319914907017922,0.06596805557798088,0.06596805557798088,1.4606735166118283,0.20508944691523062,0.21343362342424343,0.14238109979492852,0.14402997126696426,0.06163176369138849,0.0703879036863079,1.429456108454532,1.4924651252996548,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.2,not_applicable,5,34079,1247146,34077,1243165,34077,6627,27450,0,2,1243165,185011,1058154,0,3981,0.19447134430847787,0.14882256176774603,0.04564878254073185,0.04564878254073185,1.3067329442424986,0.19044604577640642,0.1984940794526072,0.14802143068676732,0.14965292122120416,0.04144345947749598,0.04982983201681153,1.2782942963713,1.3357595018499202,,positive_interval_separated,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.2,not_applicable,10,34079,1247146,34072,1239194,34072,5283,28789,0,7,1239194,195091,1044103,0,7952,0.1550540032871566,0.15743378357222518,-0.002379780285068578,-0.002379780285068578,0.9848839287790043,0.1509273513551786,0.159299820426685,0.15661329336840094,0.15828134123913806,-0.006755123163760399,0.0019209959403218345,0.9571192948814011,1.0122583890505517,,interval_overlaps_zero,
R1-T07,R1-T07-20260710T1915Z,100fb7a5a4f8107a22efcfbe38509fc5342ccc9e,P_TO_T,120,0.2,not_applicable,20,34079,1247146,34062,1231272,34062,4787,29275,0,17,1231272,196642,1034630,0,15874,0.14053784275732487,0.1597063849417513,-0.01916854218442643,-0.01916854218442643,0.879976356665905,0.13706356690544408,0.14422305271586414,0.15887358996555848,0.1605368184120808,-0.022861409648825583,-0.015432296953573739,0.8570834238397455,0.9032700989704201,,negative_interval_separated,
